orf_id	ref dbname	EC	product	value
	metacyc-v4-2011-07-03	1.1.1.86	Ketol-acid reductoisomerase OS Acidobacterium capsulatum (strain ATCC 51196 / DSM 11244 JCM 7670) GN ilvC PE 3 SV 1 # UNIPROT C1F6Z5 ACETOLACTREDUCTOISOM-RXN 1.1.1.86	34.0

L2_50_41	COG_2013-12-27		COG0473 # CE Function: Isocitrate/isopropylmalate dehydrogenase Organism: Nostoc sp. PCC 7120 (Nos)	12.0
	refseq-nr-2014-01-18		3-isopropylmalate dehydrogenase	2.0
	seed-2014-01-30	1.1.1.85	3-isopropylmalate dehydrogenase (EC 1.1.1.85)	14.0
	metacyc-v4-2011-07-03	1.1.1.85	3-isopropylmalate dehydrogenase OS Nitrobacter winogradskyi (strain Nb-255 / ATCC 25391) GN leuB PE 3 SV 1 # UNIPROT Q3SNU3 3-ISOPROPYLMALDEHYDROG-RXN 1.1.1.85	31.0

L2_50_42	COG_2013-12-27		COG0119 # E Amino acid transport metabolism Function: Isopropylmalate/homocitrate/citramalate synthases Organism: Nostoc sp. PCC 7120 (Nos)	16.0
	refseq-nr-2014-01-18		2-isopropylmalate synthase	2.0
	seed-2014-01-30	2.3.3.13	2-isopropylmalate synthase (EC 2.3.3.13)	14.0
	metacyc-v4-2011-07-03	2.3.3.13	2-isopropylmalate synthase OS Halothermothrix orenii (strain H 168 / OCM 544 DSM 9562) GN leuA PE 3 SV 1 # UNIPROT B8CX21 2-ISOPROPYLMALATESYN-RXN 2.3.3.13	34.0

L2_50_43	COG_2013-12-27		COG0065 # E Amino acid transport metabolism Function: 3-isopropylmalate dehydratase large subunit Organism: Methanothermobacter thermautotrophicus (Mth)	16.0
	refseq-nr-2014-01-18		homoaconitate hydratase family protein/3-isopropylmalate dehydratase, large subunit	7.0
	seed-2014-01-30	4.2.1.33	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)	16.0
	metacyc-v4-2011-07-03	4.2.1.33	3-isopropylmalate dehydratase OS Arabidopsis thaliana GN IIL1 PE 2 SV 1 # UNIPROT Q94AR8 RXN-8991 MetaCyc:AT4G13430-MONOMER 4.2.1.33	27.0

L2_50_44				
	refseq-nr-2014-01-18		3-isopropylmalate dehydratase small subunit	4.0
	seed-2014-01-30	4.2.1.33	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)	16.0

L2_50_45	COG_2013-12-27		COG0119 # E Amino acid transport metabolism Function: Isopropylmalate/homocitrate/citramalate synthases Organism: Nostoc sp. PCC 7120 (Nos)	16.0
	refseq-nr-2014-01-18		Uncharacterized AIPM/Hcit synthase family transferase	5.0
	seed-2014-01-30	2.3.1.182	(R)-citramalate synthase (EC 2.3.1.182)	14.0

L2_50_46	COG_2013-12-27		COG2003 # L Replication, recombination repair Function: DNA proteins Organism: Methanosarcina acetivorans str.C2A (Mac)	14.0
	refseq-nr-2014-01-18		DNA replication repair protein RadC	4.0
	seed-2014-01-30		DNA repair protein RadC	3.0

L2_50_47				
	refseq-nr-2014-01-18		cold-shock protein	1.0
	seed-2014-01-30		Cold shock protein CspG	3.0

L2_50_48				
	refseq-nr-2014-01-18		VCBS	1.0
	seed-2014-01-30		RTX toxin, putative	3.0

L2_50_49				
	refseq-nr-2014-01-18		short-chain dehydrogenase	2.0
	seed-2014-01-30	1.1.1.153	Sepiapterin reductase (EC 1.1.1.153)	14.0

L2_50_50	COG_2013-12-27		COG1610 # S Function unknown Function: Uncharacterized conserved protein Organism: Bacillus subtilis (Bsu)	11.0
	refseq-nr-2014-01-18		glutamyl-tRNA(Gln) amidotransferase subunit E	4.0
	seed-2014-01-30		Transamidase GatB domain protein	3.0

L2_50_51	COG_2013-12-27		COG0172 # J Translation, ribosomal structure biogenesis Function: Seryl-tRNA synthetase Organism: Listeria innocua (Lin)	14.0
	refseq-nr-2014-01-18		serine-tRNA ligase	2.0
	seed-2014-01-30	6.1.1.11	Seryl-tRNA synthetase (EC 6.1.1.11)	14.0
	metacyc-v4-2011-07-03	6.1.1.11	Seryl-tRNA synthetase OS Desulfovibrio magneticus (strain ATCC 700980 / DSM 13731 RS-1) GN serS PE 3 SV 1 # UNIPROT C4XHA0 SERINE--TRNA-LIGASE-RXN 6.1.1.11	33.0

L2_50_52				
	refseq-nr-2014-01-18		Homoserine O-acetyltransferase	2.0
	seed-2014-01-30	2.3.1.31	Homoserine O-acetyltransferase (EC 2.3.1.31)	14.0
	metacyc-v4-2011-07-03	2.3.1.31	Homoserine O-acetyltransferase OS Chloroherpeton thalassium (strain ATCC 35110 / GB-78) GN metX PE 3 SV 1 # UNIPROT B3QZ51 HOMOSERINE-O-ACETYLTRANSFERASE-RXN 2.3.1.31	31.0

L2_50_53	COG_2013-12-27		COG2873 # E Amino acid transport metabolism Function: O-acetylhomoserine sulfhydrylase Organism: Methanosarcina acetivorans str.C2A (Mac)	15.0
	refseq-nr-2014-01-18		O-acetylhomoserine aminocarboxypropyltransferase	2.0
	seed-2014-01-30	2.5.1.49	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) / O-succinylhomoserine 2.5.1.48)	17.0
	metacyc-v4-2011-07-03	2.5.1.47	Protein MET17 OS Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN PE 1 SV 3 # UNIPROT P06106 ACSERLY-RXN MetaCyc:MONOMER-387 2.5.1.47	31.0

L2_50_54				
	refseq-nr-2014-01-18		16S rRNA methyltransferase	3.0
	seed-2014-01-30	2.1.1.176	16S rRNA (cytosine(967)-C(5))-methyltransferase (EC 2.1.1.176)	15.0

L2_50_55	COG_2013-12-27		COG4974 # L Replication, recombination repair Function: Site-specific recombinase XerD Organism: Staphylococcus aureus N315 (Sau)	15.0
	refseq-nr-2014-01-18		tyrosine recombinase XerD	3.0
	seed-2014-01-30		Tyrosine recombinase XerD	3.0

L2_50_56				
	seed-2014-01-30		FIG00495722: 	1.0

L2_50_57	COG_2013-12-27		COG1236 # J Translation, ribosomal structure biogenesis Function: Predicted exonuclease beta-lactamase fold involved RNA processing Organism: Pseudomonas aeruginosa (Pae)	19.0
	refseq-nr-2014-01-18		beta-lactamase domain-containing protein	2.0
	seed-2014-01-30		Metallo-beta-lactamase family protein, RNA-specific	4.0

L2_50_58	COG_2013-12-27		COG0513 # LKJ Function: Superfamily II DNA RNA helicases Organism: Mycobacterium tuberculosis H37Rv (Mtu)	14.0
	refseq-nr-2014-01-18		DNA/RNA helicase, superfamily II	4.0
	seed-2014-01-30	3.6.4.13	DEAD-box ATP-dependent RNA helicase CshA (EC 3.6.4.13)	17.0

L2_50_59				
	CAZY_2014_09_04		Three-deoxy-D-manno-octulosonic-acid transferase domain protein [ (GT30)	5.0
	refseq-nr-2014-01-18		3-deoxy-D-manno-octulosonic acid transferase	3.0
	seed-2014-01-30	2.4.99.12	Lipid IVA 3-deoxy-D-manno-octulosonic acid transferase (EC 2.4.99.12)	17.0

L2_50_60				
	seed-2014-01-30		FIG00498510: 	1.0

L2_50_61				
	refseq-nr-2014-01-18		4-hydroxythreonine-4-phosphate dehydrogenase	2.0
	seed-2014-01-30	1.1.1.262	4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)	14.0
	metacyc-v4-2011-07-03	1.1.1.262	4-hydroxythreonine-4-phosphate dehydrogenase OS Prosthecochloris aestuarii (strain DSM 271 / SK 413) GN pdxA PE 3 SV 1 # UNIPROT B4S6L0 1.1.1.262-RXN 1.1.1.262	32.0

L2_50_62	COG_2013-12-27		COG2884 # D Cell cycle control, cell division, chromosome partitioning Function: Predicted ATPase involved division Organism: Streptococcus pneumoniae TIGR4 (Spn)	20.0
	refseq-nr-2014-01-18		phosphonate ABC transporter ATP-binding protein	4.0
	seed-2014-01-30		Cell division transporter, ATP-binding protein FtsE (TC 3.A.5.1.1)	7.0

L2_50_63				
	seed-2014-01-30		FIG00498172: 	1.0

L2_50_64				
	seed-2014-01-30		FIG00914562: 	1.0

L2_50_65				
	seed-2014-01-30		FIG00969328: 	1.0

L2_50_70	COG_2013-12-27		NULL # E Amino acid transport metabolism Function: Putative threonine efflux protein Organism: Xylella fastidiosa 9a5c (Xfa)	16.0
	refseq-nr-2014-01-18		 DUF3375	1.0
	seed-2014-01-30		CBSS-498211.3.peg.1514: 	1.0

L2_50_71				
	refseq-nr-2014-01-18		 DUF4194	1.0
	seed-2014-01-30		FIG039767: 	1.0

L2_50_72	COG_2013-12-27		COG4913 # S Function unknown Function: Uncharacterized protein conserved bacteria Organism: Xylella fastidiosa 9a5c (Xfa)	13.0
	refseq-nr-2014-01-18		putative ATP-dependent exonuclease SbcCD, C subunit-like protein	6.0
	seed-2014-01-30		FIG007317: 	1.0

L2_50_73	COG_2013-12-27		COG4924 # S Function unknown Function: Uncharacterized protein conserved bacteria Organism: Xylella fastidiosa 9a5c (Xfa)	13.0
	refseq-nr-2014-01-18		putative cytoplasmic protein	2.0
	seed-2014-01-30		FIG005429: 	1.0

L2_56_0	COG_2013-12-27		COG0596 # R General function prediction only Function: Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily) Organism: Vibrio cholerae (Vch)	19.0
	refseq-nr-2014-01-18		acetoin cleaving system dihydrolipoyllysine-residue acetyltransferase	5.0
	seed-2014-01-30		Beta-ketoadipate enol-lactone hydrolase, putative	4.0

L2_55_0				
	refseq-nr-2014-01-18		peptidyl-tRNA hydrolase	2.0
	seed-2014-01-30	3.1.1.29	Peptidyl-tRNA hydrolase (EC 3.1.1.29)	14.0

L2_55_1				
	refseq-nr-2014-01-18		potassium transporter	2.0
	seed-2014-01-30	3.6.1.1	Pyrophosphate-energized proton pump (EC 3.6.1.1)	15.0

L2_55_2	COG_2013-12-27		COG1077 # D Cell cycle control, cell division, chromosome partitioning Function: Actin-like ATPase involved morphogenesis Organism: Nostoc sp. PCC 7120 (Nos)	21.0
	refseq-nr-2014-01-18		cell wall structural complex MreBCD, actin-like component MreB	8.0
	seed-2014-01-30		Rod shape-determining protein MreB	3.0

L2_55_3				
	refseq-nr-2014-01-18		SOS response transcriptional repressor, RecA-mediated autopeptidase	6.0
	seed-2014-01-30		Error-prone repair protein UmuD	3.0

L2_55_4				
	refseq-nr-2014-01-18		nucleotidyltransferase/DNA polymerase involved DNA repair	5.0
	seed-2014-01-30		Error-prone, lesion bypass DNA polymerase V (UmuC)	7.0

L2_55_5	COG_2013-12-27		NULL # S Function unknown Function: Uncharacterized protein conserved bacteria Organism: Clostridium acetobutylicum (Cac)	12.0
	seed-2014-01-30		FIG00524375: 	1.0

L2_55_6				
	refseq-nr-2014-01-18		prevent-host-death protein	1.0
	seed-2014-01-30		Prevent host death protein, Phd antitoxin # A	8.0

L2_55_7	COG_2013-12-27		COG2193 # P Inorganic ion transport metabolism Function: Bacterioferritin (cytochrome b1) Organism: Escherichia coli O157:H7 EDL933 (EcZ)	17.0
	refseq-nr-2014-01-18		bacterioferritin	1.0
	seed-2014-01-30		Bacterioferritin	1.0

L2_55_8	COG_2013-12-27		COG0640 # K Transcription Function: Predicted transcriptional regulators Organism: Deinococcus radiodurans (Dra)	12.0
	refseq-nr-2014-01-18		Cadmium efflux system accessory protein	4.0
	seed-2014-01-30		Cadmium efflux system accessory protein	4.0

L2_55_9				
	refseq-nr-2014-01-18		permease	1.0
	seed-2014-01-30		Transporter	1.0

L2_55_11	COG_2013-12-27		COG2217 # P Inorganic ion transport metabolism Function: Cation ATPase Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	17.0
	refseq-nr-2014-01-18		Lead, cadmium, zinc mercury transporting ATPase / Copper-translocating P-type	9.0
	seed-2014-01-30		Cu+ P-type ATPase	3.0

L2_55_14	COG_2013-12-27		COG2204 # T Signal transduction mechanisms Function: Response regulator containing CheY-like receiver, AAA-type ATPase, DNA-binding domains Organism: Bacillus halodurans (Bha)	20.0
	refseq-nr-2014-01-18		response regulator (CheY-like receiver, AAA-type ATPase DNA-binding domain containing protein)	10.0
	seed-2014-01-30		two component, sigma54 specific, transcriptional regulator, Fis family	8.0

L2_55_15				
	refseq-nr-2014-01-18		periplasmic sensor signal transduction histidine kinase	6.0
	seed-2014-01-30		Sensor protein zraS (EC 2.7.3.-)	4.0

L2_55_17				
	refseq-nr-2014-01-18		transposase	1.0
	seed-2014-01-30		putative cytoplasmic protein	2.0

L2_55_18	COG_2013-12-27		COG4108 # J Translation, ribosomal structure biogenesis Function: Peptide chain release factor RF-3 Organism: Escherichia coli O157:H7 EDL933 (EcZ)	19.0
	refseq-nr-2014-01-18		peptide chain release factor 3	5.0
	seed-2014-01-30		Peptide chain release factor 3	5.0

L2_55_19	COG_2013-12-27		COG1115 # E Amino acid transport metabolism Function: Na+/alanine symporter Organism: Streptococcus pyogenes M1 GAS (Spy)	16.0
	refseq-nr-2014-01-18		amino acid carrier protein	3.0
	seed-2014-01-30		Na(+)-linked D-alanine glycine permease	4.0

L2_55_20	COG_2013-12-27		COG0221 # C Energy production conversion Function: Inorganic pyrophosphatase Organism: Methanopyrus kandleri AV19 (Mka)	14.0
	refseq-nr-2014-01-18		inorganic pyrophosphatase	2.0
	seed-2014-01-30	3.6.1.1	Inorganic pyrophosphatase (EC 3.6.1.1)	14.0

L2_55_22				
	refseq-nr-2014-01-18		type 11 methyltransferase	3.0
	seed-2014-01-30		TPR repeat:tetratricopeptide	2.0

L2_55_23	COG_2013-12-27		COG0114 # C Energy production conversion Function: Fumarase Organism: Escherichia coli O157:H7 EDL933 (EcZ)	14.0
	refseq-nr-2014-01-18		fumarate hydratase, class II	4.0
	seed-2014-01-30	4.2.1.2	Fumarate hydratase class II (EC 4.2.1.2) [Haemophilus	17.0
	metacyc-v4-2011-07-03	4.2.1.2	Fumarate hydratase class II OS Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 JCM 12185 C2A) GN fumC PE 3 SV 2 # UNIPROT Q8TS07 FUMHYDR-RXN MACE188937:MA1001-MONOMER 4.2.1.2	38.0

L2_55_25				
	refseq-nr-2014-01-18		3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase)	6.0
	seed-2014-01-30	3.1.3.45	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (EC 3.1.3.45)	15.0

L2_55_26				
	refseq-nr-2014-01-18		putative N-acetylneuraminic acid (Neu5Ac) synthase	5.0
	seed-2014-01-30	2.5.1.56	N-acetylneuraminate synthase (EC 2.5.1.56)	14.0

L2_55_27				
	refseq-nr-2014-01-18		heat shock protein 90	3.0
	seed-2014-01-30		Chaperone protein HtpG	2.0

L2_55_28	COG_2013-12-27		COG1814 # S Function unknown Function: Uncharacterized membrane protein Organism: Thermotoga maritima (Tma)	12.0
	refseq-nr-2014-01-18		Ferritin CCC1 C, like C	5.0
	seed-2014-01-30		Ferritin CCC1 C, like C	5.0

L2_55_29				
	refseq-nr-2014-01-18		MULTISPECIES: 	1.0
	seed-2014-01-30		FIG00496272: 	1.0

L2_55_30				
	refseq-nr-2014-01-18		universal stress protein	2.0
	seed-2014-01-30		Universal stress protein family	3.0

L2_55_31				
	refseq-nr-2014-01-18		Fumarate hydratase class I, aerobic	5.0
	seed-2014-01-30	4.2.1.2	Fumarate hydratase class I, aerobic (EC 4.2.1.2)	17.0
	metacyc-v4-2011-07-03	4.2.1.2	Fumarate hydratase class I, aerobic OS Geobacillus stearothermophilus GN fumA PE 3 SV 1 # UNIPROT Q04718 FUMHYDR-RXN 4.2.1.2	29.0

L2_55_32	COG_2013-12-27		COG5016 # C Energy production conversion Function: Pyruvate/oxaloacetate carboxyltransferase Organism: Campylobacter jejuni (Cje)	13.0
	refseq-nr-2014-01-18		glyceraldehyde-3-phosphate dehydrogenase 2	3.0
	seed-2014-01-30	6.4.1.1	Pyruvate carboxyl transferase subunit B (EC 6.4.1.1)	17.0

L2_55_33				
	refseq-nr-2014-01-18		internalin	1.0
	seed-2014-01-30		internalin-related protein	1.0

L2_55_35				
	CAZY_2014_09_04		glycosyl hydrolase, family 65 [ (GH65)	6.0
	refseq-nr-2014-01-18		Glycoside hydrolase, family 65-like:Glycoside hydrolase 65, central catalytic:Glycoside 65-like	9.0
	seed-2014-01-30	2.4.1.8	Maltose phosphorylase (EC 2.4.1.8) / Trehalose 2.4.1.64)	17.0

L2_55_36				
	CAZY_2014_09_04		glycosyl hydrolase, family 65 [ (GH65)	6.0
	refseq-nr-2014-01-18		Glycoside hydrolase, family 65-like:Glycoside hydrolase 65, central catalytic:Glycoside 65-like	9.0
	seed-2014-01-30	2.4.1.8	Maltose phosphorylase (EC 2.4.1.8) / Trehalose 2.4.1.64)	17.0

L2_55_37				
	refseq-nr-2014-01-18		DNA polymerase III subunit alpha	5.0
	seed-2014-01-30	2.7.7.7	DNA polymerase III alpha subunit (EC 2.7.7.7)	17.0

L2_55_38	COG_2013-12-27		COG0526 # OC Function: Thiol-disulfide isomerase thioredoxins Organism: Nostoc sp. PCC 7120 (Nos)	13.0
	refseq-nr-2014-01-18		Thioredoxin	1.0
	seed-2014-01-30		Thioredoxin	1.0
	metacyc-v4-2011-07-03	1.8.1.9	Bifunctional thioredoxin reductase/thioredoxin OS Mycobacterium leprae GN trxB/A PE 3 SV 1 # UNIPROT P46843 THIOREDOXIN-REDUCT-NADPH-RXN MLEP272631:ML2703-MONOMER 1.8.1.9	28.0

L2_55_39				
	refseq-nr-2014-01-18		TPR repeat-containing protein	2.0
	seed-2014-01-30		TPR repeat	2.0

L2_55_42				
	refseq-nr-2014-01-18		haloacid dehalogenase	2.0
	seed-2014-01-30		hydrolase, haloacid dehalogenase-like family	4.0

L2_55_43				
	refseq-nr-2014-01-18		thioredoxin	1.0
	seed-2014-01-30		COG3118: Thioredoxin domain-containing protein EC-YbbN	4.0

L2_55_44				
	refseq-nr-2014-01-18		5'-3'-deoxyribonucleotidase	1.0

L2_55_45				
	refseq-nr-2014-01-18		SAM-dependent methyltransferase	2.0
	seed-2014-01-30		LSU m5C1962 methyltransferase RlmI	4.0

L2_55_46				
	seed-2014-01-30		FIG00495552: 	1.0

L2_55_47	COG_2013-12-27		COG0605 # P Inorganic ion transport metabolism Function: Superoxide dismutase Organism: Nostoc sp. PCC 7120 (Nos)	16.0
	refseq-nr-2014-01-18		superoxide dismutase	2.0
	seed-2014-01-30	1.15.1.1	Superoxide dismutase (EC 1.15.1.1)	14.0
	metacyc-v4-2011-07-03	1.15.1.1	Superoxide dismutase 1 OS Bacillus cereus (strain ATCC 14579 / DSM 31) GN sodA1 PE 3 SV # UNIPROT Q818I1 SUPEROX-DISMUT-RXN 1.15.1.1	32.0

L2_55_48				
	seed-2014-01-30		FIG00496399: 	1.0

L2_55_49				
	refseq-nr-2014-01-18		dephospho-CoA kinase	2.0
	seed-2014-01-30	2.7.1.24	Dephospho-CoA kinase (EC 2.7.1.24)	14.0
	metacyc-v4-2011-07-03	2.7.1.24	Dephospho-CoA kinase OS Pelodictyon luteolum (strain DSM 273) GN coaE PE 3 SV 1 # UNIPROT Q3B3J7 DEPHOSPHOCOAKIN-RXN 2.7.1.24	29.0

L2_55_50				
	refseq-nr-2014-01-18		esterase	1.0
	seed-2014-01-30		putative esterase	2.0

L2_55_51				
	refseq-nr-2014-01-18		preprotein translocase subunit TatC	4.0
	seed-2014-01-30		Twin-arginine translocation protein TatC	3.0

L2_55_52				
	refseq-nr-2014-01-18		polyprenyl synthetase	2.0
	seed-2014-01-30	2.5.1.1	Octaprenyl-diphosphate synthase (EC 2.5.1.-) / Dimethylallyltransferase 2.5.1.1) Geranyltranstransferase (farnesyldiphosphate synthase) 2.5.1.10) Geranylgeranyl pyrophosphate synthetase 2.5.1.29)	25.0

L2_55_53				
	refseq-nr-2014-01-18		penicillin-binding protein	1.0
	seed-2014-01-30		PASTA domain containing protein	3.0

L2_55_55				
	seed-2014-01-30		Histone H1-like protein	2.0

L2_55_56				
	refseq-nr-2014-01-18		ABC transporter permease	3.0
	seed-2014-01-30		ABC transporter, permease protein	3.0

L2_55_57	COG_2013-12-27		COG3845 # R General function prediction only Function: ABC-type uncharacterized transport systems, ATPase components Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	21.0
	refseq-nr-2014-01-18		ribose ABC superfamily ATP binding cassette transporter, protein	7.0
	seed-2014-01-30		Putative deoxyribose-specific ABC transporter, ATP-binding protein	5.0

L2_55_58				
	refseq-nr-2014-01-18		alcohol dehydrogenase	2.0
	seed-2014-01-30		2-desacetyl-2-hydroxyethyl bacteriochlorophyllide A dehydrogenase BchC	5.0

L2_55_59	COG_2013-12-27		COG1950 # S Function unknown Function: Predicted membrane protein Organism: Nostoc sp. PCC 7120 (Nos)	14.0
	refseq-nr-2014-01-18		membrane protein	1.0
	seed-2014-01-30		FIG028593: membrane protein	2.0

L2_55_60	COG_2013-12-27		COG1066 # O Posttranslational modification, protein turnover, chaperones Function: Predicted ATP-dependent serine protease Organism: Neisseria meningitidis Z2491 (NmA)	17.0
	refseq-nr-2014-01-18		DNA repair protein RadA	3.0
	seed-2014-01-30		DNA repair protein RadA	3.0

L2_55_61	COG_2013-12-27		COG0190 # H Coenzyme transport metabolism Function: 5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase Organism: Streptococcus pneumoniae TIGR4 (Spn)	16.0
	refseq-nr-2014-01-18		bifunctional 5,10 methylene-tetrahydrofolate dehydrogenase/cyclohydrolase	4.0
	seed-2014-01-30	1.5.1.5	Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5) / Methenyltetrahydrofolate cyclohydrolase 3.5.4.9)	19.0
	metacyc-v4-2011-07-03	3.5.4.9	Bifunctional protein FolD OS Salinibacter ruber (strain DSM 13855 / M31) GN folD PE 3 SV 1 # UNIPROT Q2S1I0 METHYLENETHFDEHYDROG-NADP-RXN 3.5.4.9 1.5.1.5	32.0

L2_55_62				
	seed-2014-01-30		FIG00495757: 	1.0

L2_55_63				
	refseq-nr-2014-01-18		RNA polymerase subunit sigma-54	4.0
	seed-2014-01-30		RNA polymerase sigma-54 factor RpoN	5.0

L2_55_64	COG_2013-12-27		COG5405 # O Posttranslational modification, protein turnover, chaperones Function: ATP-dependent protease HslVU (ClpYQ), peptidase subunit Organism: Pasteurella multocida (Pmu)	18.0
	refseq-nr-2014-01-18		ATP-dependent protease HslVU, peptidase subunit	5.0
	seed-2014-01-30		ATP-dependent protease HslV (EC 3.4.25.-)	5.0

L2_55_65	COG_2013-12-27		COG1220 # O Posttranslational modification, protein turnover, chaperones Function: ATP-dependent protease HslVU (ClpYQ), ATPase subunit Organism: Listeria innocua (Lin)	18.0
	refseq-nr-2014-01-18		ATP-dependent hsl protease ATP-binding subunit HslU	6.0
	seed-2014-01-30		ATP-dependent hsl protease ATP-binding subunit HslU	6.0

L2_55_66	COG_2013-12-27		COG0757 # E Amino acid transport metabolism Function: 3-dehydroquinate dehydratase II Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	18.0
	refseq-nr-2014-01-18		3-dehydroquinate dehydratase II	3.0
	seed-2014-01-30	4.2.1.10	3-dehydroquinate dehydratase II (EC 4.2.1.10)	15.0
	metacyc-v4-2011-07-03	4.2.1.10	3-dehydroquinate dehydratase OS Clostridium botulinum (strain Langeland / NCTC 10281 Type F) GN aroQ PE 3 SV 1 # UNIPROT A7GEL0 3-DEHYDROQUINATE-DEHYDRATASE-RXN 4.2.1.10	33.0

L2_55_67				
	seed-2014-01-30		FIG00496451: 	1.0

L2_55_68				
	refseq-nr-2014-01-18		DoxX family protein	2.0
	seed-2014-01-30		FIG00495700: 	1.0

L2_55_69				
	refseq-nr-2014-01-18		primosomal protein N'	2.0
	seed-2014-01-30		Helicase PriA essential oriC/DnaA-independent DNA replication	6.0

L2_55_70	COG_2013-12-27		COG0563 # F Nucleotide transport metabolism Function: Adenylate kinase related kinases Organism: Neisseria meningitidis MC58 (Nme)	16.0
