KO	Function Category Level 4	Gene Count
K11351	NDUFB11; NADH dehydrogenase (ubiquinone) 1 beta subcomplex 11 [EC:1.6.5.3 1.6.99.3]	0
K11353	NDUFA13; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 13 [EC:1.6.5.3 1.6.99.3]	0
K11352	NDUFA12; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 12 [EC:1.6.5.3 1.6.99.3]	0
K02126	ATPeF0A, MTATP6; F-type H+-transporting ATPase subunit a [EC:3.6.3.14]	0
K02127	ATPeF0B, ATP5F1; F-type H+-transporting ATPase subunit b [EC:3.6.3.14]	0
K02125	ATPeF08, MTATP8; F-type H+-transporting ATPase subunit 8 [EC:3.6.3.14]	0
K03938	NDUFS5; NADH dehydrogenase (ubiquinone) Fe-S protein 5 [EC:1.6.5.3 1.6.99.3]	0
K03939	NDUFS6; NADH dehydrogenase (ubiquinone) Fe-S protein 6 [EC:1.6.5.3 1.6.99.3]	0
K03936	NDUFS3; NADH dehydrogenase (ubiquinone) Fe-S protein 3 [EC:1.6.5.3 1.6.99.3]	0
K03937	NDUFS4; NADH dehydrogenase (ubiquinone) Fe-S protein 4 [EC:1.6.5.3 1.6.99.3]	0
K03934	NDUFS1; NADH dehydrogenase (ubiquinone) Fe-S protein 1 [EC:1.6.5.3 1.6.99.3]	0
K03935	NDUFS2; NADH dehydrogenase (ubiquinone) Fe-S protein 2 [EC:1.6.5.3 1.6.99.3]	0
K10578	UBE2J1, NCUBE1, UBC6; ubiquitin-conjugating enzyme E2 J1 [EC:6.3.2.19]	0
K10575	UBE2G1, UBC7; ubiquitin-conjugating enzyme E2 G1 [EC:6.3.2.19]	0
K02138	ATPeFD, ATP5H; F-type H+-transporting ATPase subunit d [EC:3.6.3.14]	0
K02131	ATPeF0F6, ATP5J; F-type H+-transporting ATPase subunit 6 [EC:3.6.3.14]	0
K02133	ATPeF1B, ATP5B; F-type H+-transporting ATPase subunit beta [EC:3.6.3.14]	0
K02132	ATPeF1A, ATP5A1; F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14]	0
K02135	ATPeF1E, ATP5E; F-type H+-transporting ATPase subunit epsilon [EC:3.6.3.14]	0
K02134	ATPeF1D, ATP5D; F-type H+-transporting ATPase subunit delta [EC:3.6.3.14]	0
K02137	ATPeF1O, ATP5O; F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14]	0
K02136	ATPeF1G, ATP5C1; F-type H+-transporting ATPase subunit gamma [EC:3.6.3.14]	0
K05611	UCHL1; ubiquitin carboxyl-terminal hydrolase L1 [EC:3.4.19.12]	0
K08738	CYC; cytochrome c	0
K04528	SNCA; synuclein, alpha (non A4 component of amyloid precursor)	0
K05036	SLC6A3; solute carrier family 6 (neurotransmitter transporter, dopamine) member 3	0
K00234	SDHA, SDH1; succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]	0
K00235	SDHB, SDH2; succinate dehydrogenase (ubiquinone) iron-sulfur protein [EC:1.3.5.1]	0
K00236	SDHC, SDH3; succinate dehydrogenase (ubiquinone) cytochrome b subunit [EC:1.3.5.1]	0
K00237	SDHD, SDH4; succinate dehydrogenase (ubiquinone) membrane anchor subunit [EC:1.3.5.1]	0
K10698	UBE1L, UBA7; ubiquitin-activating enzyme E1-like [EC:6.3.2.19]	0
K05687	PARK7; protein DJ-1	0
K00420	QCR10, UQCR; ubiquinol-cytochrome c reductase subunit 10 [EC:1.10.2.2]	0
K02187	CASP3; caspase 3 [EC:3.4.22.56]	0
K03884	ND6; NADH dehydrogenase I subunit 6 [EC:1.6.5.3]	0
K03882	ND4L; NADH dehydrogenase I subunit 4L [EC:1.6.5.3]	0
K03883	ND5; NADH dehydrogenase I subunit 5 [EC:1.6.5.3]	0
K03880	ND3; NADH dehydrogenase I subunit 3 [EC:1.6.5.3]	0
K03881	ND4; NADH dehydrogenase I subunit 4 [EC:1.6.5.3]	0
K03178	UBE1, UBA1; ubiquitin-activating enzyme E1 [EC:6.3.2.19]	0
K00414	QCR1, UQCRC1; ubiquinol-cytochrome c reductase core subunit 1 [EC:1.10.2.2]	0
K00415	QCR2, UQCRC2; ubiquinol-cytochrome c reductase core subunit 2 [EC:1.10.2.2]	0
K00416	QCR6, UQCRH; ubiquinol-cytochrome c reductase subunit 6 [EC:1.10.2.2]	0
K00417	QCR7, UQCRB; ubiquinol-cytochrome c reductase subunit 7 [EC:1.10.2.2]	0
K00411	RIP1, UQCRFS1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.2]	0
K00412	CYTB, petB; ubiquinol-cytochrome c reductase cytochrome b subunit [EC:1.10.2.2]	0
K00413	CYT1, CYC1, petC; ubiquinol-cytochrome c reductase cytochrome c1 subunit [EC:1.10.2.2]	0
K00418	QCR8, UQCRQ; ubiquinol-cytochrome c reductase subunit 8 [EC:1.10.2.2]	0
K00419	QCR9, UCRC; ubiquinol-cytochrome c reductase subunit 9 [EC:1.10.2.2]	0
K04558	SNCAIP; synuclein, alpha interacting protein (synphilin)	0
K04551	UBB; ubiquitin B	0
K04553	UBE2L6, UBCH8; ubiquitin-conjugating enzyme E2 L6 [EC:6.3.2.19]	0
K04552	UBE2L3, UBCH7; ubiquitin-conjugating enzyme E2 L3 [EC:6.3.2.19]	0
K04555	UBE2G2, UBC7; ubiquitin-conjugating enzyme E2 G2 [EC:6.3.2.19]	0
K04554	UBE2J2, NCUBE2, UBC6; ubiquitin-conjugating enzyme E2 J2 [EC:6.3.2.19]	0
K04557	PNUTL1, CDCREL1; peanut-like protein 1 (cell division control related protein 1)	0
K04556	PARK2; parkin [EC:6.3.2.19]	0
K02272	COX7C; cytochrome c oxidase subunit VIIc [EC:1.9.3.1]	0
K02273	COX8; cytochrome c oxidase subunit VIII [EC:1.9.3.1]	0
K02270	COX7A; cytochrome c oxidase subunit VIIa [EC:1.9.3.1]	0
K02271	COX7B; cytochrome c oxidase subunit VIIb [EC:1.9.3.1]	0
K04399	CASP9; caspase 9 [EC:3.4.22.62]	0
K03961	NDUFB5; NADH dehydrogenase (ubiquinone) 1 beta subcomplex 5 [EC:1.6.5.3 1.6.99.3]	0
K03960	NDUFB4; NADH dehydrogenase (ubiquinone) 1 beta subcomplex 4 [EC:1.6.5.3 1.6.99.3]	0
K03963	NDUFB7; NADH dehydrogenase (ubiquinone) 1 beta subcomplex 7 [EC:1.6.5.3 1.6.99.3]	0
K03962	NDUFB6; NADH dehydrogenase (ubiquinone) 1 beta subcomplex 6 [EC:1.6.5.3 1.6.99.3]	0
K03965	NDUFB9; NADH dehydrogenase (ubiquinone) 1 beta subcomplex 9 [EC:1.6.5.3 1.6.99.3]	0
K03964	NDUFB8; NADH dehydrogenase (ubiquinone) 1 beta subcomplex 8 [EC:1.6.5.3 1.6.99.3]	0
K03967	NDUFC1; NADH dehydrogenase (ubiquinone) 1 subcomplex unknown 1 [EC:1.6.5.3 1.6.99.3]	0
K03966	NDUFB10; NADH dehydrogenase (ubiquinone) 1 beta subcomplex 10 [EC:1.6.5.3 1.6.99.3]	0
K03968	NDUFC2; NADH dehydrogenase (ubiquinone) 1 subcomplex unknown 2 [EC:1.6.5.3 1.6.99.3]	0
K05864	CYPD, PPID; peptidyl-prolyl isomerase D (cyclophilin D) [EC:5.2.1.8]	0
K05862	VDAC; voltage-dependent anion channel	0
K05863	ANT; solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator)	0
K02268	COX6C; cytochrome c oxidase subunit VIc [EC:1.9.3.1]	0
K02261	COX2; cytochrome c oxidase subunit II [EC:1.9.3.1]	0
K02263	COX4; cytochrome c oxidase subunit IV [EC:1.9.3.1]	0
K02262	COX3; cytochrome c oxidase subunit III [EC:1.9.3.1]	0
K02265	COX5B; cytochrome c oxidase subunit Vb [EC:1.9.3.1]	0
K02264	COX5A; cytochrome c oxidase subunit Va [EC:1.9.3.1]	0
K02267	COX6B; cytochrome c oxidase subunit VIb [EC:1.9.3.1]	0
K02266	COX6A; cytochrome c oxidase subunit VIa [EC:1.9.3.1]	0
K03958	NDUFB2; NADH dehydrogenase (ubiquinone) 1 beta subcomplex 2 [EC:1.6.5.3 1.6.99.3]	0
K03959	NDUFB3; NADH dehydrogenase (ubiquinone) 1 beta subcomplex 3 [EC:1.6.5.3 1.6.99.3]	0
K08669	HTRA2, PRSS25; HtrA serine peptidase 2 [EC:3.4.21.108]	0
K03954	NDUFA10; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 10 [EC:1.6.5.3 1.6.99.3]	0
K03955	NDUFAB1; NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1 [EC:1.6.5.3 1.6.99.3]	0
K03956	NDUFA11; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 11 [EC:1.6.5.3]	0
K03957	NDUFB1; NADH dehydrogenase (ubiquinone) 1 beta subcomplex 1 [EC:1.6.5.3 1.6.99.3]	0
K03950	NDUFA6; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 6 [EC:1.6.5.3 1.6.99.3]	0
K03951	NDUFA7; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 7 [EC:1.6.5.3 1.6.99.3]	0
K03952	NDUFA8; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 8 [EC:1.6.5.3 1.6.99.3]	0
K03953	NDUFA9; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 9 [EC:1.6.5.3 1.6.99.3]	0
K04243	GPR37; G protein-coupled receptor 37 (endothelin receptor type B-like)	0
K08155	SLC18A1_2, VMAT; MFS transporter, DHA1 family, solute carrier family 18 (vesicular amine transporter), member 1/2	0
K04432	MAP2K3, MKK3; mitogen-activated protein kinase kinase 3 [EC:2.7.12.2]	0
K04433	MAP2K6, MKK6; mitogen-activated protein kinase kinase 6 [EC:2.7.12.2]	0
K11519	DERL1; Derlin-1	0
K11518	TOM40; mitochondrial import receptor subunit TOM40	0
K05208	GRIN1; glutamate receptor, ionotropic, N-methyl D-aspartate 1	0
K05209	GRIN2A; glutamate receptor, ionotropic, N-methyl-D-aspartate 2A	0
K04392	RAC1; Ras-related C3 botulinum toxin substrate 1	0
K02159	BAX; apoptosis regulator BAX, membrane protein (BCL2-associated)	0
K02158	BAD; BCL2-antagonist of cell death	0
K07887	RAB5A; Ras-related protein Rab-5A	0
K04399	CASP9; caspase 9 [EC:3.4.22.62]	0
K03781	katE, CAT; catalase [EC:1.11.1.6]	0
K05613	SLC1A2, EAAT2; solute carrier family 1 (glial high affinity glutamate transporter), member 2	0
K07607	PRPH; peripherin	0
K08738	CYC; cytochrome c	0
K04565	E1.15.1.1C, sodC, SOD1; Cu/Zn superoxide dismutase [EC:1.15.1.1]	0
K04441	P38; p38 MAP kinase [EC:2.7.11.24]	0
K05197	GRIA1; glutamate receptor, ionotropic, AMPA 1	0
K02187	CASP3; caspase 3 [EC:3.4.22.56]	0
K06268	PPP3R, CNB; protein phosphatase 3, regulatory subunit	0
K04741	CASP12; caspase 12 [EC:3.4.22.-]	0
K03156	TNFA; tumor necrosis factor superfamily, member 2	0
K04426	MAP3K5, ASK1; mitogen-activated protein kinase kinase kinase 5 [EC:2.7.11.25]	0
K05211	GRIN2C; glutamate receptor, ionotropic, N-methyl-D-aspartate 2C	0
K05210	GRIN2B; glutamate receptor, ionotropic, N-methyl-D-aspartate 2B	0
K05212	GRIN2D; glutamate receptor, ionotropic, N-methyl-D-aspartate 2D	0
K03158	TNFRSF1A, TNFR1; tumor necrosis factor receptor superfamily member 1A	0
K04726	BID; BH3 interacting domain death agonist	0
K01370	CASP1; caspase 1 [EC:3.4.22.36]	0
K02084	APAF1; apoptotic protease-activating factor	0
K05198	GRIA2; glutamate receptor, ionotropic, AMPA 2	0
K02161	BCL2; apoptosis regulator BCL-2	0
K02308	DAXX; death-associated protein 6	0
K05141	TNFRSF1B, TNFR2; tumor necrosis factor receptor superfamily member 1B	0
K04348	PPP3C, CNA; protein phosphatase 3, catalytic subunit [EC:3.1.3.16]	0
K04569	CCS; copper chaperone for superoxide dismutase	0
K04573	NEF3, NF-M; neurofilament medium polypeptide (neurofilament 3)	0
K04572	NEFL, NF-L; neurofilament light polypeptide	0
K04570	BCL2L1, bcl-xL; BCL2-like 1 (apoptosis regulator Bcl-X)	0
K04451	TP53, P53; tumor protein p53	0
K04575	ALS2; amyotrophic lateral sclerosis 2 (juvenile)	0
K04574	NEFH, NF-H; neurofilament heavy polypeptide	0
K13240	NOS1; nitric-oxide synthase, brain [EC:1.14.13.39]	0
K02256	COX1; cytochrome c oxidase subunit I [EC:1.9.3.1]	0
K05208	GRIN1; glutamate receptor, ionotropic, N-methyl D-aspartate 1	0
K02159	BAX; apoptosis regulator BAX, membrane protein (BCL2-associated)	0
K03949	NDUFA5; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 5 [EC:1.6.5.3 1.6.99.3]	0
K03948	NDUFA4; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 4 [EC:1.6.5.3 1.6.99.3]	0
K04645	CLTB, LCB; clathrin light chain B	0
K04644	CLTA, LCA; clathrin light chain A	0
K04647	HAP1; huntingtin-associated protein 1	0
K04646	CLTC; clathrin heavy chain	0
K03943	NDUFV2; NADH dehydrogenase (ubiquinone) flavoprotein 2 [EC:1.6.5.3 1.6.99.3]	0
K03942	NDUFV1; NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:1.6.5.3 1.6.99.3]	0
K03941	NDUFS8; NADH dehydrogenase (ubiquinone) Fe-S protein 8 [EC:1.6.5.3 1.6.99.3]	0
K03940	NDUFS7; NADH dehydrogenase (ubiquinone) Fe-S protein 7 [EC:1.6.5.3 1.6.99.3]	0
K03947	NDUFA3; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 3 [EC:1.6.5.3 1.6.99.3]	0
K03946	NDUFA2; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 2 [EC:1.6.5.3 1.6.99.3]	0
K03945	NDUFA1; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 1 [EC:1.6.5.3 1.6.99.3]	0
K03944	NDUFV3; NADH dehydrogenase (ubiquinone) flavoprotein 3 [EC:1.6.5.3 1.6.99.3]	0
K04564	E1.15.1.1A, sodA, sodB, SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]	0
K04565	E1.15.1.1C, sodC, SOD1; Cu/Zn superoxide dismutase [EC:1.15.1.1]	0
K02125	ATPeF08, MTATP8; F-type H+-transporting ATPase subunit 8 [EC:3.6.3.14]	0
K02135	ATPeF1E, ATP5E; F-type H+-transporting ATPase subunit epsilon [EC:3.6.3.14]	0
K09048	CREB3; cAMP response element-binding protein 3	0
K05210	GRIN2B; glutamate receptor, ionotropic, N-methyl-D-aspartate 2B	0
K09047	CREB5, CREBPA; cAMP response element-binding protein 5	0
K02084	APAF1; apoptotic protease-activating factor	0
K02128	ATPeF0C, ATP5G; F-type H+-transporting ATPase subunit c [EC:3.6.3.14]	0
K00417	QCR7, UQCRB; ubiquinol-cytochrome c reductase subunit 7 [EC:1.10.2.2]	0
K11351	NDUFB11; NADH dehydrogenase (ubiquinone) 1 beta subcomplex 11 [EC:1.6.5.3 1.6.99.3]	0
K11353	NDUFA13; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 13 [EC:1.6.5.3 1.6.99.3]	0
K11352	NDUFA12; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 12 [EC:1.6.5.3 1.6.99.3]	0
K02126	ATPeF0A, MTATP6; F-type H+-transporting ATPase subunit a [EC:3.6.3.14]	0
K02127	ATPeF0B, ATP5F1; F-type H+-transporting ATPase subunit b [EC:3.6.3.14]	0
K05858	PLCB; phospholipase C, beta [EC:3.1.4.11]	0
K03938	NDUFS5; NADH dehydrogenase (ubiquinone) Fe-S protein 5 [EC:1.6.5.3 1.6.99.3]	0
K03939	NDUFS6; NADH dehydrogenase (ubiquinone) Fe-S protein 6 [EC:1.6.5.3 1.6.99.3]	0
K03936	NDUFS3; NADH dehydrogenase (ubiquinone) Fe-S protein 3 [EC:1.6.5.3 1.6.99.3]	0
K03937	NDUFS4; NADH dehydrogenase (ubiquinone) Fe-S protein 4 [EC:1.6.5.3 1.6.99.3]	0
K03934	NDUFS1; NADH dehydrogenase (ubiquinone) Fe-S protein 1 [EC:1.6.5.3 1.6.99.3]	0
K03935	NDUFS2; NADH dehydrogenase (ubiquinone) Fe-S protein 2 [EC:1.6.5.3 1.6.99.3]	0
K06067	HDAC1_2; histone deacetylase 1/2 [EC:3.5.1.98]	0
K02138	ATPeFD, ATP5H; F-type H+-transporting ATPase subunit d [EC:3.6.3.14]	0
K03120	TBP, tbp; transcription initiation factor TFIID TATA-box-binding protein	0
K02131	ATPeF0F6, ATP5J; F-type H+-transporting ATPase subunit 6 [EC:3.6.3.14]	0
K02133	ATPeF1B, ATP5B; F-type H+-transporting ATPase subunit beta [EC:3.6.3.14]	0
K02132	ATPeF1A, ATP5A1; F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14]	0
K03129	TAF4; transcription initiation factor TFIID subunit 4	0
K02134	ATPeF1D, ATP5D; F-type H+-transporting ATPase subunit delta [EC:3.6.3.14]	0
K02137	ATPeF1O, ATP5O; F-type H+-transporting ATPase oligomycin sensitivity conferral protein [EC:3.6.3.14]	0
K02136	ATPeF1G, ATP5C1; F-type H+-transporting ATPase subunit gamma [EC:3.6.3.14]	0
K04638	ESRRBL1, HIPPI; estrogen-related receptor beta like 1	0
K04355	BDNF; brain-derived neurotrophic factor	0
K08738	CYC; cytochrome c	0
K04684	SP1; transcription factor Sp1	0
K09222	REST; RE1-silencing transcription factor	0
K02268	COX6C; cytochrome c oxidase subunit VIc [EC:1.9.3.1]	0
K05625	TGM2; transglutaminase 2 [EC:2.3.2.13]	0
K04958	ITPR1; inositol 1,4,5-triphosphate receptor type 1	0
K00234	SDHA, SDH1; succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]	0
K04451	TP53, P53; tumor protein p53	0
K00236	SDHC, SDH3; succinate dehydrogenase (ubiquinone) cytochrome b subunit [EC:1.3.5.1]	0
K04648	DCTN1; dynactin 1	0
K04533	HD; huntingtin	0
K11143	DNAI2; dynein intermediate chain 2, axonemal	0
K04604	GRM1_5; metabotropic glutamate receptor 1/5	0
K10408	DNAH; dynein heavy chain, axonemal	0
K02187	CASP3; caspase 3 [EC:3.4.22.56]	0
K00420	QCR10, UQCR; ubiquinol-cytochrome c reductase subunit 10 [EC:1.10.2.2]	0
K08530	NR1C3, PPARG; peroxisome proliferator-activated receptor gamma	0
K00414	QCR1, UQCRC1; ubiquinol-cytochrome c reductase core subunit 1 [EC:1.10.2.2]	0
K00415	QCR2, UQCRC2; ubiquinol-cytochrome c reductase core subunit 2 [EC:1.10.2.2]	0
K00416	QCR6, UQCRH; ubiquinol-cytochrome c reductase subunit 6 [EC:1.10.2.2]	0
K08769	UCP1, SLC25A7; mitochondrial brown fat uncoupling protein 1	0
K00411	RIP1, UQCRFS1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.2]	0
K00412	CYTB, petB; ubiquinol-cytochrome c reductase cytochrome b subunit [EC:1.10.2.2]	0
K00413	CYT1, CYC1, petC; ubiquinol-cytochrome c reductase cytochrome c1 subunit [EC:1.10.2.2]	0
K07202	PGC1; peroxisome proliferative activated receptor, gamma, coactivator 1, alpha	0
K00418	QCR8, UQCRQ; ubiquinol-cytochrome c reductase subunit 8 [EC:1.10.2.2]	0
K00419	QCR9, UCRC; ubiquinol-cytochrome c reductase subunit 9 [EC:1.10.2.2]	0
K10411	DNAL1; dynein light chain 1, axonemal	0
K10410	DNALI; dynein light intermediate chain, axonemal	0
K10412	DNAL4; dynein light chain 4, axonemal	0
K04634	GNAQ; guanine nucleotide binding protein (G protein), alpha q polypeptide	0
K04559	HIP1; huntingtin interacting protein 1	0
K03951	NDUFA7; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 7 [EC:1.6.5.3 1.6.99.3]	0
K03006	RPB1, POLR2A; DNA-directed RNA polymerase II subunit RPB1 [EC:2.7.7.6]	0
K03007	RPB10, POLR2L; DNA-directed RNA polymerases I, II, and III subunit RPABC5	0
K10132	BBC3, PUMA; BCL2-binding component 3	0
K02272	COX7C; cytochrome c oxidase subunit VIIc [EC:1.9.3.1]	0
K02273	COX8; cytochrome c oxidase subunit VIII [EC:1.9.3.1]	0
K02270	COX7A; cytochrome c oxidase subunit VIIa [EC:1.9.3.1]	0
K02271	COX7B; cytochrome c oxidase subunit VIIb [EC:1.9.3.1]	0
K03008	RPB11, POLR2J; DNA-directed RNA polymerase II subunit RPB11	0
K04398	CASP8; caspase 8 [EC:3.4.22.61]	0
K03961	NDUFB5; NADH dehydrogenase (ubiquinone) 1 beta subcomplex 5 [EC:1.6.5.3 1.6.99.3]	0
K03960	NDUFB4; NADH dehydrogenase (ubiquinone) 1 beta subcomplex 4 [EC:1.6.5.3 1.6.99.3]	0
K03963	NDUFB7; NADH dehydrogenase (ubiquinone) 1 beta subcomplex 7 [EC:1.6.5.3 1.6.99.3]	0
K03962	NDUFB6; NADH dehydrogenase (ubiquinone) 1 beta subcomplex 6 [EC:1.6.5.3 1.6.99.3]	0
K03965	NDUFB9; NADH dehydrogenase (ubiquinone) 1 beta subcomplex 9 [EC:1.6.5.3 1.6.99.3]	0
K03964	NDUFB8; NADH dehydrogenase (ubiquinone) 1 beta subcomplex 8 [EC:1.6.5.3 1.6.99.3]	0
K03967	NDUFC1; NADH dehydrogenase (ubiquinone) 1 subcomplex unknown 1 [EC:1.6.5.3 1.6.99.3]	0
K03966	NDUFB10; NADH dehydrogenase (ubiquinone) 1 beta subcomplex 10 [EC:1.6.5.3 1.6.99.3]	0
K03968	NDUFC2; NADH dehydrogenase (ubiquinone) 1 subcomplex unknown 2 [EC:1.6.5.3 1.6.99.3]	0
K05864	CYPD, PPID; peptidyl-prolyl isomerase D (cyclophilin D) [EC:5.2.1.8]	0
K05862	VDAC; voltage-dependent anion channel	0
K05863	ANT; solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator)	0
K11830	TFAM, MTTFA; transcription factor A, mitochondrial	0
K11831	NRF1; nuclear respiratory factor 1	0
K04399	CASP9; caspase 9 [EC:3.4.22.62]	0
K10424	DCTN2; dynactin 2	0
K10426	DCTN4; dynactin 4	0
K03009	RPB12, POLR2K; DNA-directed RNA polymerases I, II, and III subunit RPABC4	0
K00235	SDHB, SDH2; succinate dehydrogenase (ubiquinone) iron-sulfur protein [EC:1.3.5.1]	0
K10409	DNAI1; dynein intermediate chain 1, axonemal	0
K00237	SDHD, SDH4; succinate dehydrogenase (ubiquinone) membrane anchor subunit [EC:1.3.5.1]	0
K03015	RPB7, POLR2G; DNA-directed RNA polymerase II subunit RPB7	0
K03014	RPB6, POLR2F; DNA-directed RNA polymerases I, II, and III subunit RPABC2	0
K03017	RPB9, POLR2I; DNA-directed RNA polymerase II subunit RPB9	0
K03016	RPB8, POLR2H; DNA-directed RNA polymerases I, II, and III subunit RPABC3	0
K03011	RPB3, POLR2C; DNA-directed RNA polymerase II subunit RPB3	0
K03010	RPB2, POLR2B; DNA-directed RNA polymerase II subunit RPB2 [EC:2.7.7.6]	0
K03013	RPB5, POLR2E; DNA-directed RNA polymerases I, II, and III subunit RPABC1	0
K03012	RPB4, POLR2D; DNA-directed RNA polymerase II subunit RPB4	0
K02261	COX2; cytochrome c oxidase subunit II [EC:1.9.3.1]	0
K02263	COX4; cytochrome c oxidase subunit IV [EC:1.9.3.1]	0
K02262	COX3; cytochrome c oxidase subunit III [EC:1.9.3.1]	0
K02265	COX5B; cytochrome c oxidase subunit Vb [EC:1.9.3.1]	0
K02264	COX5A; cytochrome c oxidase subunit Va [EC:1.9.3.1]	0
K02267	COX6B; cytochrome c oxidase subunit VIb [EC:1.9.3.1]	0
K02266	COX6A; cytochrome c oxidase subunit VIa [EC:1.9.3.1]	0
K03958	NDUFB2; NADH dehydrogenase (ubiquinone) 1 beta subcomplex 2 [EC:1.6.5.3 1.6.99.3]	0
K03959	NDUFB3; NADH dehydrogenase (ubiquinone) 1 beta subcomplex 3 [EC:1.6.5.3 1.6.99.3]	0
K03954	NDUFA10; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 10 [EC:1.6.5.3 1.6.99.3]	0
K03955	NDUFAB1; NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1 [EC:1.6.5.3 1.6.99.3]	0
K03956	NDUFA11; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 11 [EC:1.6.5.3]	0
K03957	NDUFB1; NADH dehydrogenase (ubiquinone) 1 beta subcomplex 1 [EC:1.6.5.3 1.6.99.3]	0
K03950	NDUFA6; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 6 [EC:1.6.5.3 1.6.99.3]	0
K05870	CREB1; cAMP response element-binding protein 1	0
K03952	NDUFA8; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 8 [EC:1.6.5.3 1.6.99.3]	0
K03953	NDUFA9; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 9 [EC:1.6.5.3 1.6.99.3]	0
K04498	EP300, CREBBP, KAT3; E1A/CREB-binding protein [EC:2.3.1.48]	0
K11644	SIN3A; paired amphipathic helix protein Sin3a	0
K11829	RCOR1, COREST; REST corepressor 1	0
K11828	DLG4, PSD95; discs large protein 4	0
K11827	AP2S1; AP-2 complex subunit sigma-1	0
K11826	AP2M1; AP-2 complex subunit mu-1	0
K11825	AP2B1; AP-2 complex subunit beta-1	0
K11824	AP2A; AP-2 complex subunit alpha	0
K09848	TRAF4; TNF receptor-associated factor 4	0
K06481	ITGA2; integrin alpha 2	0
K01110	E3.1.3.67, PTEN; phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase [EC:3.1.3.67]	0
K07210	IKBKG, IKKG, NEMO; inhibitor of nuclear factor kappa-B kinase subunit gamma	0
K04735	RELA; transcription factor p65	0
K04734	NFKBIA; NF-kappa-B inhibitor alpha	0
K05636	LAMB1; laminin, beta 1	0
K08528	NR1B2, RARB; retinoic acid receptor beta	0
K02091	CDK6; cyclin-dependent kinase 6 [EC:2.7.11.22]	0
K08524	NR2B1, RXRA; retinoid X receptor alpha	0
K02219	CKS1; cyclin-dependent kinase regulatory subunit CKS1	0
K08526	NR2B3, RXRG; retinoid X receptor gamma	0
K04399	CASP9; caspase 9 [EC:3.4.22.62]	0
K05719	ITGB1; integrin beta 1	0
