COGID	Function	Gene Count
COG3211	Predicted phosphatase	0
COG2823	Predicted periplasmic or secreted lipoprotein	0
COG4388	Mu-like prophage I protein	0
COG2304	Uncharacterized protein containing a von Willebrand factor type A (vWA) domain	0
COG1159	GTPase	0
COG3136	Uncharacterized membrane protein required for alginate biosynthesis	0
COG3030	Protein affecting phage T7 exclusion by the F plasmid	0
COG4671	Predicted glycosyl transferase	0
COG2409	Predicted drug exporters of the RND superfamily	0
COG5252	Uncharacterized conserved protein, contains CCCH-type Zn-finger protein	0
COG2404	Predicted phosphohydrolase (DHH superfamily)	0
COG2405	Predicted nucleic acid-binding protein, contains PIN domain	0
COG2406	Protein distantly related to bacterial ferritins	0
COG5258	GTPase	0
COG2401	ABC-type ATPase fused to a predicted acetyltransferase domain	0
COG2402	Predicted nucleic acid-binding protein, contains PIN domain	0
COG2403	Predicted GTPase	0
COG2916	DNA-binding protein H-NS	0
COG4026	Uncharacterized protein containing TOPRIM domain, potential nuclease	0
COG1994	Zn-dependent proteases	0
COG2910	Putative NADH-flavin reductase	0
COG1855	ATPase (PilT family)	0
COG4028	Predicted P-loop ATPase/GTPase	0
COG1853	Conserved protein/domain typically associated with flavoprotein oxygenases, DIM6/NTAB family	0
COG1999	Uncharacterized protein SCO1/SenC/PrrC, involved in biogenesis of respiratory and photosynthetic systems	0
COG0705	Uncharacterized membrane protein (homolog of Drosophila rhomboid)	0
COG0701	Predicted permeases	0
COG3726	Uncharacterized membrane protein affecting hemolysin expression	0
COG3688	Predicted RNA-binding protein containing a PIN domain	0
COG3687	Predicted metal-dependent hydrolase	0
COG4416	Mu-like prophage protein Com	0
COG5198	Protein tyrosine phosphatase-like protein (contains Pro instead of catalytic Arg)	0
COG3683	ABC-type uncharacterized transport system, periplasmic component	0
COG3729	General stress protein	0
COG5302	Post-segregation antitoxin (ccd killing mechanism protein) encoded by the F plasmid	0
COG3257	Uncharacterized protein, possibly involved in glyoxylate utilization	0
COG3046	Uncharacterized protein related to deoxyribodipyrimidine photolyase	0
COG3044	Predicted ATPase of the ABC class	0
COG3042	Putative hemolysin	0
COG0857	BioD-like N-terminal domain of phosphotransacetylase	0
COG4076	Predicted RNA methylase	0
COG5301	Phage-related tail fibre protein	0
COG0220	Predicted S-adenosylmethionine-dependent methyltransferase	0
COG5307	SEC7 domain proteins	0
COG1579	Zn-ribbon protein, possibly nucleic acid-binding	0
COG1571	Predicted DNA-binding protein containing a Zn-ribbon domain	0
COG4857	Predicted kinase	0
COG4908	Uncharacterized protein containing a NRPS condensation (elongation) domain	0
COG4851	Protein involved in sex pheromone biosynthesis	0
COG1574	Predicted metal-dependent hydrolase with the TIM-barrel fold	0
COG3818	Predicted acetyltransferase, GNAT superfamily	0
COG3950	Predicted ATP-binding protein involved in virulence	0
COG0790	FOG: TPR repeat, SEL1 subfamily	0
COG4245	Uncharacterized protein encoded in toxicity protection region of plasmid R478, contains von Willebrand factor (vWF) domain	0
COG5645	Predicted periplasmic lipoprotein	0
COG2333	Predicted hydrolase (metallo-beta-lactamase superfamily)	0
COG4248	Uncharacterized protein with protein kinase and helix-hairpin-helix DNA-binding domains	0
COG4249	Uncharacterized protein containing caspase domain	0
COG3498	Phage tail tube protein FII	0
COG2071	Predicted glutamine amidotransferases	0
COG2179	Predicted hydrolase of the HAD superfamily	0
COG2079	Uncharacterized protein involved in propionate catabolism	0
COG5191	Uncharacterized conserved protein, contains HAT (Half-A-TPR) repeat	0
COG3618	Predicted metal-dependent hydrolase of the TIM-barrel fold	0
COG3596	Predicted GTPase	0
COG4287	PhoPQ-activated pathogenicity-related protein	0
COG0312	Predicted Zn-dependent proteases and their inactivated homologs	0
COG0313	Predicted methyltransferases	0
COG3889	Predicted solute binding protein	0
COG4900	Predicted metallopeptidase	0
COG0319	Predicted metal-dependent hydrolase	0
COG1373	Predicted ATPase (AAA+ superfamily)	0
COG1279	Lysine efflux permease	0
COG0670	Integral membrane protein, interacts with FtsH	0
COG0673	Predicted dehydrogenases and related proteins	0
COG1272	Predicted membrane protein, hemolysin III homolog	0
COG0679	Predicted permeases	0
COG1277	ABC-type transport system involved in multi-copper enzyme maturation, permease component	0
COG1926	Predicted phosphoribosyltransferases	0
COG4928	Predicted P-loop ATPase	0
COG1078	HD superfamily phosphohydrolases	0
COG1079	Uncharacterized ABC-type transport system, permease component	0
COG2215	ABC-type uncharacterized transport system, permease component	0
COG1075	Predicted acetyltransferases and hydrolases with the alpha/beta hydrolase fold	0
COG1881	Phospholipid-binding protein	0
COG4927	Predicted choloylglycine hydrolase	0
COG1073	Hydrolases of the alpha/beta superfamily	0
COG3467	Predicted flavin-nucleotide-binding protein	0
COG3093	Plasmid maintenance system antidote protein	0
COG0488	ATPase components of ABC transporters with duplicated ATPase domains	0
COG0486	Predicted GTPase	0
COG3383	Uncharacterized anaerobic dehydrogenase	0
COG5112	U1-like Zn-finger-containing protein	0
COG1473	Metal-dependent amidase/aminoacylase/carboxypeptidase	0
COG3378	Predicted ATPase	0
COG3500	Phage protein D	0
COG3668	Plasmid stabilization system protein	0
COG1750	Archaeal serine proteases	0
COG4637	Predicted ATPase	0
COG1752	Predicted esterase of the alpha-beta hydrolase superfamily	0
COG1754	Uncharacterized C-terminal domain of topoisomerase IA	0
COG1759	ATP-utilizing enzymes of ATP-grasp superfamily (probably carboligases)	0
COG1611	Predicted Rossmann fold nucleotide-binding protein	0
COG1205	Distinct helicase family with a unique C-terminal domain including a metal-binding cysteine cluster	0
COG1204	Superfamily II helicase	0
COG1203	Predicted helicases	0
COG1202	Superfamily II helicase, archaea-specific	0
COG1201	Lhr-like helicases	0
COG5219	Uncharacterized conserved protein, contains RING Zn-finger	0
COG1811	Uncharacterized membrane protein, possible Na+ channel or pump	0
COG5354	Uncharacterized protein, contains Trp-Asp (WD) repeat	0
COG4188	Predicted dienelactone hydrolase	0
COG5210	GTPase-activating protein	0
COG4186	Predicted phosphoesterase or phosphohydrolase	0
COG1818	Predicted RNA-binding protein, contains THUMP domain	0
COG4801	Predicted acyltransferase	0
COG2366	Protein related to penicillin acylase	0
COG4341	Predicted HD phosphohydrolase	0
COG2819	Predicted hydrolase of the alpha/beta superfamily	0
COG2081	Predicted flavoproteins	0
COG2085	Predicted dinucleotide-binding enzymes	0
COG5516	Conserved protein containing a Zn-ribbon-like motif, possibly RNA-binding	0
COG4915	5-bromo-4-chloroindolyl phosphate hydrolysis protein	0
COG1106	Predicted ATPases	0
COG3769	Predicted hydrolase (HAD superfamily)	0
COG1100	GTPase SAR1 and related small G proteins	0
COG1101	ABC-type uncharacterized transport system, ATPase component	0
COG1103	Archaea-specific pyridoxal phosphate-dependent enzymes	0
COG3008	Paraquat-inducible protein B	0
COG4551	Predicted protein tyrosine phosphatase	0
COG5511	Bacteriophage capsid protein	0
COG4114	Uncharacterized Fe-S protein	0
COG4110	Uncharacterized protein involved in stress response	0
COG3445	Acid-induced glycyl radical enzyme	0
COG4112	Predicted phosphoesterase (MutT family)	0
COG4113	Predicted nucleic acid-binding protein, contains PIN domain	0
COG3478	Predicted nucleic-acid-binding protein containing a Zn-ribbon domain	0
COG3911	Predicted ATPase	0
COG3910	Predicted ATPase	0
COG0325	Predicted enzyme with a TIM-barrel fold	0
COG0456	Acetyltransferases	0
COG3919	Predicted ATP-grasp enzyme	0
COG4228	Mu-like prophage DNA circulation protein	0
COG4447	Uncharacterized protein related to plant photosystem II stability/assembly factor	0
COG3872	Predicted metal-dependent enzyme	0
COG5003	Mu-like prophage protein gp37	0
COG4449	Predicted protease of the Abi (CAAX) family	0
COG0218	Predicted GTPase	0
COG0354	Predicted aminomethyltransferase related to GcvT	0
COG1409	Predicted phosphohydrolases	0
COG1408	Predicted phosphohydrolases	0
COG1033	Predicted exporters of the RND superfamily	0
COG3291	FOG: PKD repeat	0
COG1402	Uncharacterized protein, putative amidase	0
COG1407	Predicted ICC-like phosphoesterases	0
COG3541	Predicted nucleotidyltransferase	0
COG0523	Putative GTPases (G3E family)	0
COG5005	Mu-like prophage protein gpG	0
COG5004	P2-like prophage tail protein X	0
COG1964	Predicted Fe-S oxidoreductases	0
COG5006	Predicted permease, DMT superfamily	0
COG4239	ABC-type uncharacterized transport system, permease component	0
COG2100	Predicted Fe-S oxidoreductase	0
COG2103	Predicted sugar phosphate isomerase	0
COG2102	Predicted ATPases of PP-loop superfamily	0
COG5618	Predicted periplasmic lipoprotein	0
COG2107	Predicted periplasmic solute-binding protein	0
COG3545	Predicted esterase of the alpha/beta hydrolase fold	0
COG5614	Bacteriophage head-tail adaptor	0
COG2108	Uncharacterized conserved protein related to pyruvate formate-lyase activating enzyme	0
COG3549	Plasmid maintenance system killer protein	0
COG5610	Predicted hydrolase (HAD superfamily)	0
COG3953	SLT domain proteins	0
COG4586	ABC-type uncharacterized transport system, ATPase component	0
COG2715	Uncharacterized membrane protein, required for spore maturation in B.subtilis.	0
COG3628	Phage baseplate assembly protein W	0
COG1537	Predicted RNA-binding proteins	0
COG3788	Uncharacterized relative of glutathione S-transferase, MAPEG superfamily	0
COG1532	Predicted RNA-binding protein	0
COG1242	Predicted Fe-S oxidoreductase	0
COG1245	Predicted ATPase, RNase L inhibitor (RLI) homolog	0
COG1244	Predicted Fe-S oxidoreductase	0
COG0795	Predicted permeases	0
COG1719	Predicted hydrocarbon binding protein (contains V4R domain)	0
COG2842	Uncharacterized ATPase, putative transposase	0
COG5611	Predicted nucleic-acid-binding protein, contains PIN domain	0
COG1084	Predicted GTPase	0
COG2244	Membrane protein involved in the export of O-antigen and teichoic acid	0
COG2329	Uncharacterized enzyme involved in biosynthesis of extracellular polysaccharides	0
COG0628	Predicted permease	0
COG0627	Predicted esterase	0
COG1326	Uncharacterized archaeal Zn-finger protein	0
COG2321	Predicted metalloprotease	0
COG2248	Predicted hydrolase (metallo-beta-lactamase superfamily)	0
COG1323	Predicted nucleotidyltransferase	0
COG3269	Predicted RNA-binding protein, contains TRAM domain	0
COG3341	Predicted double-stranded RNA/RNA-DNA hybrid binding protein	0
COG1913	Predicted Zn-dependent proteases	0
COG5091	Suppressor of G2 allele of skp1 and related proteins	0
COG5633	Predicted periplasmic lipoprotein	0
COG3113	Predicted NTP binding protein (contains STAS domain)	0
COG5485	Predicted ester cyclase	0
COG4031	Predicted metal-binding protein	0
COG2070	Dioxygenases related to 2-nitropropane dioxygenase	0
COG4996	Predicted phosphatase	0
COG1661	Predicted DNA-binding protein with PD1-like DNA-binding motif	0
COG1660	Predicted P-loop-containing kinase	0
COG4747	ACT domain-containing protein	0
COG4618	ABC-type protease/lipase transport system, ATPase and permease components	0
COG4740	Predicted metalloprotease	0
COG2391	Predicted transporter component	0
COG1669	Predicted nucleotidyltransferases	0
COG3129	Predicted SAM-dependent methyltransferase	0
COG3621	Patatin	0
COG5263	FOG: Glucan-binding domain (YG repeat)	0
COG4824	Phage-related holin (Lysis protein)	0
COG4980	Gas vesicle protein	0
COG1399	Predicted metal-binding, possibly nucleic acid-binding protein	0
COG4667	Predicted esterase of the alpha-beta hydrolase superfamily	0
COG5544	Predicted periplasmic lipoprotein	0
COG5545	Predicted P-loop ATPase and inactivated derivatives	0
COG3329	Predicted permease	0
COG4158	Predicted ABC-type sugar transport system, permease component	0
COG2962	Predicted permeases	0
COG1829	Predicted archaeal kinase (sugar kinase superfamily)	0
COG4147	Predicted symporter	0
COG4015	Predicted dinucleotide-utilizing enzyme of the ThiF/HesA family	0
COG1823	Predicted Na+/dicarboxylate symporter	0
COG0613	Predicted metal-dependent phosphoesterases (PHP family)	0
COG1821	Predicted ATP-utilizing enzyme (ATP-grasp superfamily)	0
COG1827	Predicted small molecule binding protein (contains 3H domain)	0
COG0612	Predicted Zn-dependent peptidases	0
COG5275	BRCT domain type II	0
COG0714	MoxR-like ATPases	0
COG5273	Uncharacterized protein containing DHHC-type Zn finger	0
COG4146	Predicted symporter	0
COG5271	AAA ATPase containing von Willebrand factor type A (vWA) domain	0
COG5401	Spore germination protein	0
COG1216	Predicted glycosyltransferases	0
COG3694	ABC-type uncharacterized transport system, permease component	0
COG2503	Predicted secreted acid phosphatase	0
COG3054	Predicted transcriptional regulator	0
COG1712	Predicted dinucleotide-utilizing enzyme	0
COG2509	Uncharacterized FAD-dependent dehydrogenases	0
COG0618	Exopolyphosphatase-related proteins	0
COG3393	Predicted acetyltransferase	0
COG5048	FOG: Zn-finger	0
COG0400	Predicted esterase	0
COG3822	ABC-type sugar transport system, auxiliary component	0
COG0561	Predicted hydrolases of the HAD superfamily	0
COG2144	Selenophosphate synthetase-related proteins	0
COG4574	Serine protease inhibitor ecotin	0
COG3582	Predicted nucleic acid binding protein containing the AN1-type Zn-finger	0
COG3948	Phage-related baseplate assembly protein	0
COG4007	Predicted dehydrogenase related to H2-forming N5,N10-methylenetetrahydromethanopterin dehydrogenase	0
COG4277	Predicted DNA-binding protein with the Helix-hairpin-helix motif	0
COG3942	Surface antigen	0
COG3943	Virulence protein	0
COG3940	Predicted beta-xylosidase	0
COG3941	Mu-like prophage protein	0
COG5496	Predicted thioesterase	0
COG2068	Uncharacterized MobA-related protein	0
COG4052	Uncharacterized protein related to methyl coenzyme M reductase subunit C	0
COG3894	Uncharacterized metal-binding protein	0
COG3895	Predicted periplasmic protein	0
COG3897	Predicted methyltransferase	0
COG3899	Predicted ATPase	0
COG4001	Predicted metal-binding protein	0
COG0663	Carbonic anhydrases/acetyltransferases, isoleucine patch superfamily	0
COG0661	Predicted unusual protein kinase	0
COG0666	FOG: Ankyrin repeat	0
COG1365	Predicted ATPase (PP-loop superfamily)	0
COG4240	Predicted kinase	0
COG1040	Predicted amidophosphoribosyltransferases	0
COG1896	Predicted hydrolases of HD superfamily	0
COG4734	Antirestriction protein	0
COG0622	Predicted phosphoesterase	0
COG3302	DMSO reductase anchor subunit	0
COG4589	Predicted CDP-diglyceride synthetase/phosphatidate cytidylyltransferase	0
